"title";"videoTitle";"movieID";"country";"bookmark";"duration";"date";"deviceType";"dateStr";"index";"topNodeId";"series";"seriesTitle";"seasonDescriptor";"episodeTitle";"estRating"
"Season 3: ""Road Rage Paige""";"Road Rage Paige";"81044237";"DE";"1973";"2048";"1595882743265";"1222";"7/27/20";"145";"80117540";"80117540";"Atypical";"Season 3";"Road Rage Paige";"44"
"Season 3: ""Shrinkage""";"Shrinkage";"81044236";"DE";"1752";"1834";"1595779197794";"1222";"7/26/20";"146";"80117540";"80117540";"Atypical";"Season 3";"Shrinkage";"44"
"Season 3: ""The Essence of a Penguin""";"The Essence of a Penguin";"81044235";"DE";"1986";"2066";"1595768440406";"1222";"7/26/20";"147";"80117540";"80117540";"Atypical";"Season 3";"The Essence of a Penguin";"44"
"Season 3: ""Only Tweed""";"Only Tweed";"81044234";"DE";"1650";"1728";"1595755669218";"1222";"7/26/20";"148";"80117540";"80117540";"Atypical";"Season 3";"Only Tweed";"44"
"Season 2: ""Don't be evil.""";"Don't be evil.";"81190724";"DE";"1664";"1748";"1595688822608";"1222";"7/25/20";"149";"80218448";"80218448";"How to Sell Drugs Online (Fast)";"Season 2";"Don't be evil.";"28"
"Season 2: ""Move Fast and Break Things""";"Move Fast and Break Things";"81190723";"DE";"2016";"2086";"1595629973781";"1222";"7/24/20";"150";"80218448";"80218448";"How to Sell Drugs Online (Fast)";"Season 2";"Move Fast and Break Things";"28"
"Season 2: ""Buy It. Sell It. Love It.""";"Buy It. Sell It. Love It.";"81190722";"DE";"1881";"1946";"1595616586447";"1222";"7/24/20";"151";"80218448";"80218448";"How to Sell Drugs Online (Fast)";"Season 2";"Buy It. Sell It. Love It.";"28"
"Season 3: ""Y.G.A.G.G.""";"Y.G.A.G.G.";"81044233";"DE";"1986";"2062";"1595540205514";"1222";"7/23/20";"152";"80117540";"80117540";"Atypical";"Season 3";"Y.G.A.G.G.";"44"
"Season 2: ""Inspired by Real Life""";"Inspired by Real Life";"81190721";"DE";"1994";"2078";"1595534917241";"1222";"7/23/20";"153";"80218448";"80218448";"How to Sell Drugs Online (Fast)";"Season 2";"Inspired by Real Life";"28"
"Season 3: ""Cocaine Pills and Pony Meat""";"Cocaine Pills and Pony Meat";"81044232";"DE";"1804";"1882";"1595521716991";"1222";"7/23/20";"154";"80117540";"80117540";"Atypical";"Season 3";"Cocaine Pills and Pony Meat";"44"
"Season 3: ""Standing Sam""";"Standing Sam";"81044231";"DE";"1543";"1619";"1595453152827";"1222";"7/22/20";"155";"80117540";"80117540";"Atypical";"Season 3";"Standing Sam";"44"
"Season 3: ""Best Laid Plans""";"Best Laid Plans";"81044230";"DE";"1926";"1982";"1595450828259";"1222";"7/22/20";"156";"80117540";"80117540";"Atypical";"Season 3";"Best Laid Plans";"44"
"Limited Series: ""Opioids""";"Opioids";"80199969";"DE";"1319";"2410";"1595450618604";"1222";"7/22/20";"157";"80199963";"80199963";"The Business of Drugs";"Limited Series";"Opioids";"26"
"Season 2: ""Where Do You Want to Go Today?""";"Where Do You Want to Go Today?";"81190720";"DE";"1970";"2050";"1595367060186";"1222";"7/21/20";"158";"80218448";"80218448";"How to Sell Drugs Online (Fast)";"Season 2";"Where Do You Want to Go Today?";"28"
"Season 2: ""Think Different""";"Think Different";"81190719";"DE";"2073";"2152";"1595364985970";"1222";"7/21/20";"159";"80218448";"80218448";"How to Sell Drugs Online (Fast)";"Season 2";"Think Different";"28"
"Season 1: ""These Are His Revolutions""";"These Are His Revolutions";"80245142";"DE";"2823";"2921";"1595280661216";"1222";"7/20/20";"160";"80177458";"80177458";"Snowpiercer";"Season 1";"These Are His Revolutions";"29"
"The Terminal";"The Terminal";"60034584";"DE";"7315";"7778";"1595189746924";"1222";"7/19/20";"161";"60034584";;;;;"28"
"Limited Series: ""Cannabis""";"Cannabis";"80199964";"DE";"2553";"2642";"1595165518234";"1222";"7/19/20";"162";"80199963";"80199963";"The Business of Drugs";"Limited Series";"Cannabis";"26"
"Limited Series: ""Meth""";"Meth";"80199968";"DE";"2720";"2799";"1595018570867";"1222";"7/17/20";"163";"80199963";"80199963";"The Business of Drugs";"Limited Series";"Meth";"26"
"Limited Series: ""Heroin""";"Heroin";"80199965";"DE";"2290";"2372";"1594935438014";"1222";"7/16/20";"164";"80199963";"80199963";"The Business of Drugs";"Limited Series";"Heroin";"26"
"Limited Series: ""Synthetics""";"Synthetics";"80199967";"DE";"2258";"2346";"1594844727495";"1222";"7/15/20";"165";"80199963";"80199963";"The Business of Drugs";"Limited Series";"Synthetics";"26"
"Limited Series: ""Cocaine""";"Cocaine";"80199966";"DE";"2661";"2743";"1594759814221";"1222";"7/14/20";"166";"80199963";"80199963";"The Business of Drugs";"Limited Series";"Cocaine";"26"
"Volume 1: ""Paolo Sorrentino""";"Paolo Sorrentino";"81285523";"DE";"394";"435";"1594455823504";"1803";"7/11/20";"167";"81285512";"81285512";"Homemade";"Volume 1";"Paolo Sorrentino";"14"
"Volume 1: ""Ladj Ly""";"Ladj Ly";"81285529";"DE";"340";"391";"1594455481609";"1803";"7/11/20";"168";"81285512";"81285512";"Homemade";"Volume 1";"Ladj Ly";"14"
"The Lovebirds";"The Lovebirds";"81248748";"DE";"4883";"5233";"1594050004205";"1222";"7/6/20";"169";"81248748";;;;;"30"
"Eurovision Song Contest: The Story of Fire Saga";"Eurovision Song Contest: The Story of Fire Saga";"80244088";"DE";"6873";"7414";"1593722459228";"1222";"7/2/20";"170";"80244088";;;;;"24"
"Season 1: ""The Universe Is Indifferent""";"The Universe Is Indifferent";"80245141";"DE";"2736";"2831";"1593468277121";"1222";"6/29/20";"171";"80177458";"80177458";"Snowpiercer";"Season 1";"The Universe Is Indifferent";"29"
"Athlete A";"Athlete A";"81034185";"DE";"6042";"6244";"1593436928462";"1222";"6/29/20";"172";"81034185";;;;;"20"
"Season 1: ""Trouble Comes Sideways""";"Trouble Comes Sideways";"80245140";"DE";"2718";"2813";"1593378810118";"1222";"6/28/20";"173";"80177458";"80177458";"Snowpiercer";"Season 1";"Trouble Comes Sideways";"29"
"Season 3: ""Origins of Vampire Mythology""";"Origins of Vampire Mythology";"70251234";"DE";"1266";"1275";"1593364713084";"1222";"6/28/20";"174";"70155589";"70155589";"Community";"Season 3";"Origins of Vampire Mythology";"33"
"Season 2: ""Election Day""";"Election Day";"81211652";"DE";"2567";"2695";"1593203820008";"1222";"6/26/20";"175";"80241248";"80241248";"The Politician";"Season 2";"Election Day";"30"
"Season 2: ""What's in the Box?""";"What's in the Box?";"81211651";"DE";"2001";"2130";"1593121207408";"1222";"6/25/20";"176";"80241248";"80241248";"The Politician";"Season 2";"What's in the Box?";"30"
"Season 2: ""The Voters""";"The Voters";"81211650";"DE";"1615";"1742";"1593118600380";"1222";"6/25/20";"177";"80241248";"80241248";"The Politician";"Season 2";"The Voters";"30"
"Season 2: ""Hail Mary""";"Hail Mary";"81211649";"DE";"2138";"2278";"1593003837304";"1222";"6/24/20";"178";"80241248";"80241248";"The Politician";"Season 2";"Hail Mary";"30"
"Season 2: ""Cancel Culture""";"Cancel Culture";"81211648";"DE";"2357";"2486";"1592859291022";"1222";"6/22/20";"179";"80241248";"80241248";"The Politician";"Season 2";"Cancel Culture";"30"
"Season 2: ""Conscious Unthroupling""";"Conscious Unthroupling";"81211647";"DE";"2561";"2691";"1592855172501";"1222";"6/22/20";"180";"80241248";"80241248";"The Politician";"Season 2";"Conscious Unthroupling";"30"
"Season 2: ""New York State of Mind""";"New York State of Mind";"80991497";"DE";"2897";"3033";"1592849695566";"1222";"6/22/20";"181";"80241248";"80241248";"The Politician";"Season 2";"New York State of Mind";"30"
"Season 3: ""Pillows and Blankets""";"Pillows and Blankets";"70251233";"DE";"1280";"1287";"1592835481799";"1222";"6/22/20";"182";"70155589";"70155589";"Community";"Season 3";"Pillows and Blankets";"33"
"Alive";"Alive";"60031365";"DE";"1";"7560";"1592773834152";"1222";"6/21/20";"183";"60031365";;;;;"30"
"Season 3: ""Digital Exploration of Interior Design""";"Digital Exploration of Interior Design";"70251232";"DE";"1277";"1285";"1592764379271";"1222";"6/21/20";"184";"70155589";"70155589";"Community";"Season 3";"Digital Exploration of Interior Design";"33"
"Season 3: ""Contemporary Impressionists""";"Contemporary Impressionists";"70251231";"DE";"1290";"1291";"1592731105037";"1222";"6/21/20";"185";"70155589";"70155589";"Community";"Season 3";"Contemporary Impressionists";"33"
"Season 3: ""Urban Matrimony and the Sandwich Arts""";"Urban Matrimony and the Sandwich Arts";"70251230";"DE";"1282";"1287";"1592691521154";"1222";"6/20/20";"186";"70155589";"70155589";"Community";"Season 3";"Urban Matrimony and the Sandwich Arts";"33"
"Season 3: ""Regional Holiday Music""";"Regional Holiday Music";"70251229";"DE";"1276";"1281";"1592689915977";"1222";"6/20/20";"187";"70155589";"70155589";"Community";"Season 3";"Regional Holiday Music";"33"
"Season 3: ""Foosball and Nocturnal Vigilantism""";"Foosball and Nocturnal Vigilantism";"70251228";"DE";"1279";"1287";"1592486244704";"1222";"6/18/20";"188";"70155589";"70155589";"Community";"Season 3";"Foosball and Nocturnal Vigilantism";"33"
"Season 1: ""Justice Never Boarded""";"Justice Never Boarded";"80245139";"DE";"2786";"2881";"1592433411991";"1222";"6/17/20";"189";"80177458";"80177458";"Snowpiercer";"Season 1";"Justice Never Boarded";"29"
"Season 3: ""Documentary Filmmaking: Redux""";"Documentary Filmmaking: Redux";"70251227";"DE";"1281";"1291";"1592397609273";"1222";"6/17/20";"190";"70155589";"70155589";"Community";"Season 3";"Documentary Filmmaking: Redux";"33"
"Season 3: ""Studies in Modern Movement""";"Studies in Modern Movement";"70251226";"DE";"1283";"1283";"1592241232631";"1222";"6/15/20";"191";"70155589";"70155589";"Community";"Season 3";"Studies in Modern Movement";"33"
"Season 3: ""Advanced Gay""";"Advanced Gay";"70251225";"DE";"1279";"1287";"1592162145954";"1222";"6/14/20";"192";"70155589";"70155589";"Community";"Season 3";"Advanced Gay";"33"
"Season 3: ""Horror Fiction in Seven Spooky Steps""";"Horror Fiction in Seven Spooky Steps";"70251224";"DE";"1260";"1271";"1592085351633";"1222";"6/13/20";"193";"70155589";"70155589";"Community";"Season 3";"Horror Fiction in Seven Spooky Steps";"33"
"Season 5: ""Groomer Has It""";"Groomer Has It";"81149796";"DE";"2084";"2853";"1592082862205";"1222";"6/13/20";"194";"80160037";"80160037";"Queer Eye";"Season 5";"Groomer Has It";"31"
"Hannah Gadsby: Nanette";"Hannah Gadsby: Nanette";"80233611";"DE";"891";"4186";"1592081696509";"1222";"6/13/20";"195";"80233611";;;;;"40"
"Season 5: ""Preaching Out Loud""";"Preaching Out Loud";"81149792";"DE";"2939";"3057";"1592049998011";"1803";"6/13/20";"196";"80160037";"80160037";"Queer Eye";"Season 5";"Preaching Out Loud";"31"
"Season 1: ""PROPORTIONATE RESPONSE""";"PROPORTIONATE RESPONSE";"81115915";"DE";"2001";"2174";"1591889673541";"1803";"6/11/20";"197";"81021929";"81021929";"Space Force";"Season 1";"PROPORTIONATE RESPONSE";"28"
"Season 1: ""Without Their Maker""";"Without Their Maker";"80245138";"DE";"2701";"2797";"1591827364391";"1222";"6/10/20";"198";"80177458";"80177458";"Snowpiercer";"Season 1";"Without Their Maker";"29"
"Season 1: ""IT’S GOOD TO BE BACK ON THE MOON""";"IT’S GOOD TO BE BACK ON THE MOON";"81115914";"DE";"1941";"2108";"1591825155469";"1222";"6/10/20";"199";"81021929";"81021929";"Space Force";"Season 1";"IT’S GOOD TO BE BACK ON THE MOON";"28"
"Season 1: ""CONJUGAL VISIT""";"CONJUGAL VISIT";"81115913";"DE";"1771";"1936";"1591823383242";"1222";"6/10/20";"200";"81021929";"81021929";"Space Force";"Season 1";"CONJUGAL VISIT";"28"
"Season 1: ""EDISON JAYMES""";"EDISON JAYMES";"81115912";"DE";"1491";"1660";"1591737110143";"1222";"6/9/20";"201";"81021929";"81021929";"Space Force";"Season 1";"EDISON JAYMES";"28"
"Season 1: ""THE SPY""";"THE SPY";"81115911";"DE";"1926";"2092";"1591736761707";"1222";"6/9/20";"202";"81021929";"81021929";"Space Force";"Season 1";"THE SPY";"28"
"Season 3: ""Remedial Chaos Theory""";"Remedial Chaos Theory";"70251223";"DE";"1277";"1287";"1591730701175";"1222";"6/9/20";"203";"70155589";"70155589";"Community";"Season 3";"Remedial Chaos Theory";"33"
"Season 1: ""SPACE FLAG""";"SPACE FLAG";"81115910";"DE";"1647";"1822";"1591644739549";"1222";"6/8/20";"204";"81021929";"81021929";"Space Force";"Season 1";"SPACE FLAG";"28"
"Season 1: ""LUNAR HABITAT""";"LUNAR HABITAT";"81115909";"DE";"1797";"1964";"1591643227998";"1222";"6/8/20";"205";"81021929";"81021929";"Space Force";"Season 1";"LUNAR HABITAT";"28"
"Zodiac";"Zodiac";"70044686";"DE";"9283";"9456";"1591560914875";"1222";"6/7/20";"206";"70044686";;;;;"30"
"Season 1: ""MARK AND MALLORY GO TO WASHINGTON""";"MARK AND MALLORY GO TO WASHINGTON";"81115908";"DE";"1660";"1828";"1591559017532";"1222";"6/7/20";"207";"81021929";"81021929";"Space Force";"Season 1";"MARK AND MALLORY GO TO WASHINGTON";"28"
"Season 3: ""Competitive Ecology""";"Competitive Ecology";"70251222";"DE";"1284";"1291";"1591555097921";"1222";"6/7/20";"208";"70155589";"70155589";"Community";"Season 3";"Competitive Ecology";"33"
"Season 3: ""Geography of Global Conflict""";"Geography of Global Conflict";"70251221";"DE";"1282";"1289";"1591529505163";"1222";"6/7/20";"209";"70155589";"70155589";"Community";"Season 3";"Geography of Global Conflict";"33"
"Season 3: ""Biology 101""";"Biology 101";"70251220";"DE";"1283";"1287";"1591309757627";"1222";"6/4/20";"210";"70155589";"70155589";"Community";"Season 3";"Biology 101";"33"
"Season 2: ""For a Few Paintballs More""";"For a Few Paintballs More";"70145855";"DE";"1225";"1231";"1591306393844";"1222";"6/4/20";"211";"70155589";"70155589";"Community";"Season 2";"For a Few Paintballs More";"33"
"Season 2: ""A Fist Full of Paintballs""";"A Fist Full of Paintballs";"70145854";"DE";"1283";"1289";"1591305109797";"1222";"6/4/20";"212";"70155589";"70155589";"Community";"Season 2";"A Fist Full of Paintballs";"33"
"Season 2: ""Applied Anthropology and Culinary Arts""";"Applied Anthropology and Culinary Arts";"70145852";"DE";"1189";"1199";"1591188950620";"1222";"6/3/20";"213";"70155589";"70155589";"Community";"Season 2";"Applied Anthropology and Culinary Arts";"33"
"Limited Series: ""Finding Their Voice""";"Finding Their Voice";"81133033";"DE";"3255";"3405";"1591037393235";"1222";"6/1/20";"214";"80224905";"80224905";"Jeffrey Epstein: Filthy Rich";"Limited Series";"Finding Their Voice";"36"
"Season 2: ""Paradigms of Human Memory""";"Paradigms of Human Memory";"70145851";"DE";"1247";"1261";"1591023489305";"1222";"6/1/20";"215";"70155589";"70155589";"Community";"Season 2";"Paradigms of Human Memory";"33"
"Season 1: ""Access Is Power""";"Access Is Power";"80245137";"DE";"2671";"2763";"1591004571009";"1222";"6/1/20";"216";"80177458";"80177458";"Snowpiercer";"Season 1";"Access Is Power";"29"
"Season 1: ""SAVE EPSILON 6!""";"SAVE EPSILON 6!";"81115907";"DE";"1767";"1932";"1590962709128";"1222";"5/31/20";"217";"81021929";"81021929";"Space Force";"Season 1";"SAVE EPSILON 6!";"28"
"Limited Series: ""The Island""";"The Island";"81133032";"DE";"3196";"3325";"1590956170330";"1222";"5/31/20";"218";"80224905";"80224905";"Jeffrey Epstein: Filthy Rich";"Limited Series";"The Island";"36"
"Limited Series: ""Follow the Money""";"Follow the Money";"81133031";"DE";"3322";"3453";"1590916679334";"1222";"5/31/20";"219";"80224905";"80224905";"Jeffrey Epstein: Filthy Rich";"Limited Series";"Follow the Money";"36"
"Season 1: ""THE LAUNCH""";"THE LAUNCH";"81073545";"DE";"2054";"2206";"1590870905095";"1222";"5/30/20";"220";"81021929";"81021929";"Space Force";"Season 1";"THE LAUNCH";"28"
"Season 2: ""Competitive Wine Tasting""";"Competitive Wine Tasting";"70145850";"DE";"1268";"1277";"1590704394745";"1222";"5/28/20";"221";"70155589";"70155589";"Community";"Season 2";"Competitive Wine Tasting";"33"
"Limited Series: ""Hunting Grounds""";"Hunting Grounds";"81133030";"DE";"3263";"3405";"1590698427684";"1222";"5/28/20";"222";"80224905";"80224905";"Jeffrey Epstein: Filthy Rich";"Limited Series";"Hunting Grounds";"36"
"Season 2: ""Critical Film Studies""";"Critical Film Studies";"70145849";"DE";"1237";"1245";"1590530634492";"1222";"5/26/20";"223";"70155589";"70155589";"Community";"Season 2";"Critical Film Studies";"33"
"Season 1: ""Prepare to Brace""";"Prepare to Brace";"80245136";"DE";"2722";"2817";"1590523485591";"1222";"5/26/20";"224";"80177458";"80177458";"Snowpiercer";"Season 1";"Prepare to Brace";"29"
"Season 1: ""First, the Weather Changed""";"First, the Weather Changed";"80177378";"DE";"3071";"3169";"1590442366540";"1222";"5/25/20";"225";"80177458";"80177458";"Snowpiercer";"Season 1";"First, the Weather Changed";"29"
"Limited Series: ""The Tiger King and I""";"The Tiger King and I";"81276913";"DE";"2393";"2418";"1590437971420";"1222";"5/25/20";"226";"81115994";"81115994";"Tiger King: Murder, Mayhem and Madness";"Limited Series";"The Tiger King and I";"17"
"Limited Series: ""Dethroned""";"Dethroned";"81232944";"DE";"2344";"2488";"1590437277184";"1222";"5/25/20";"227";"81115994";"81115994";"Tiger King: Murder, Mayhem and Madness";"Limited Series";"Dethroned";"17"
"Season 2: ""Custody Law and Eastern European Diplomacy""";"Custody Law and Eastern European Diplomacy";"70145848";"DE";"1274";"1285";"1590412510527";"1222";"5/25/20";"228";"70155589";"70155589";"Community";"Season 2";"Custody Law and Eastern European Diplomacy";"33"
"Season 2: ""Intro to Political Science""";"Intro to Political Science";"70145847";"DE";"1236";"1251";"1590333087094";"1222";"5/24/20";"229";"70155589";"70155589";"Community";"Season 2";"Intro to Political Science";"33"
"Limited Series: ""The Noble Thing to Do""";"The Noble Thing to Do";"81130225";"DE";"2511";"2661";"1590328712321";"1222";"5/24/20";"230";"81115994";"81115994";"Tiger King: Murder, Mayhem and Madness";"Limited Series";"The Noble Thing to Do";"17"
"Moneyball";"Moneyball";"70201437";"DE";"7646";"8000";"1590181966144";"1222";"5/22/20";"231";"70201437";;;;;"14"
"Limited Series: ""Make America Exotic Again""";"Make America Exotic Again";"81130224";"DE";"2455";"2614";"1590162147523";"1222";"5/22/20";"232";"81115994";"81115994";"Tiger King: Murder, Mayhem and Madness";"Limited Series";"Make America Exotic Again";"17"
"Season 2: ""Intermediate Documentary Filmmaking""";"Intermediate Documentary Filmmaking";"70145846";"DE";"1263";"1273";"1590078713160";"1222";"5/21/20";"233";"70155589";"70155589";"Community";"Season 2";"Intermediate Documentary Filmmaking";"33"
"Season 2: ""Early 21st Century Romanticism""";"Early 21st Century Romanticism";"70145844";"DE";"1269";"1277";"1590062493341";"1222";"5/21/20";"234";"70155589";"70155589";"Community";"Season 2";"Early 21st Century Romanticism";"33"
"Season 2: ""Advanced Dungeons and Dragons""";"Advanced Dungeons and Dragons";"70145845";"DE";"1275";"1260";"1590061216974";"1222";"5/21/20";"235";"70155589";"70155589";"Community";"Season 2";"Advanced Dungeons and Dragons";"33"
"Season 1: ""Episode 3""";"Episode 3";"81039465";"DE";"2910";"3052";"1590010222477";"1222";"5/20/20";"236";"80993591";"80993591";"White Lines";"Season 1";"Episode 3";"18"
"Limited Series: ""Playing with Fire""";"Playing with Fire";"81130223";"DE";"2593";"2749";"1590005343507";"1222";"5/20/20";"237";"81115994";"81115994";"Tiger King: Murder, Mayhem and Madness";"Limited Series";"Playing with Fire";"17"
"Limited Series: ""The Secret""";"The Secret";"81130222";"DE";"2655";"2809";"1589922858621";"1222";"5/19/20";"238";"81115994";"81115994";"Tiger King: Murder, Mayhem and Madness";"Limited Series";"The Secret";"17"
"Limited Series: ""Cult of Personality""";"Cult of Personality";"81130221";"DE";"2683";"2837";"1589918473285";"1222";"5/19/20";"239";"81115994";"81115994";"Tiger King: Murder, Mayhem and Madness";"Limited Series";"Cult of Personality";"17"
"Limited Series: ""Not Your Average Joe""";"Not Your Average Joe";"81130220";"DE";"2770";"2927";"1589914170514";"1222";"5/19/20";"240";"81115994";"81115994";"Tiger King: Murder, Mayhem and Madness";"Limited Series";"Not Your Average Joe";"17"
"Season 1: ""Episode 2""";"Episode 2";"81039464";"DE";"3210";"3358";"1589838977637";"1222";"5/18/20";"241";"80993591";"80993591";"White Lines";"Season 1";"Episode 2";"18"
"Season 1: ""Episode 1""";"Episode 1";"81021057";"DE";"3215";"3360";"1589835760619";"1222";"5/18/20";"242";"80993591";"80993591";"White Lines";"Season 1";"Episode 1";"18"
"Season 1: ""Terenzio""";"Terenzio";"81094517";"DE";"2087";"2242";"1589736441783";"1222";"5/17/20";"243";"81008221";"81008221";"Into the Night";"Season 1";"Terenzio";"30"
"Season 1: ""Rik""";"Rik";"81094516";"DE";"2085";"2238";"1589734364841";"1222";"5/17/20";"244";"81008221";"81008221";"Into the Night";"Season 1";"Rik";"30"
"Season 1: ""Ayaz""";"Ayaz";"81094515";"DE";"2091";"2248";"1589731609807";"1222";"5/17/20";"245";"81008221";"81008221";"Into the Night";"Season 1";"Ayaz";"30"
"Season 1: ""Mathieu""";"Mathieu";"81094514";"DE";"1974";"2132";"1589671063091";"1222";"5/17/20";"246";"81008221";"81008221";"Into the Night";"Season 1";"Mathieu";"30"
"Season 1: ""Jakub""";"Jakub";"81094513";"DE";"2133";"2290";"1589668942865";"1222";"5/16/20";"247";"81008221";"81008221";"Into the Night";"Season 1";"Jakub";"30"
"Season 1: ""Sylvie""";"Sylvie";"81069324";"DE";"2292";"2448";"1589666623882";"1222";"5/16/20";"248";"81008221";"81008221";"Into the Night";"Season 1";"Sylvie";"30"
"Friends with Benefits";"Friends with Benefits";"70167075";"DE";"6178";"6566";"1589574149385";"1222";"5/15/20";"249";"70167075";;;;;"30"
"Becoming";"Becoming";"81122487";"DE";"4984";"5395";"1589144719816";"1222";"5/10/20";"250";"81122487";;;;;"28"
"Season 1: ""A Hollywood Ending""";"A Hollywood Ending";"81170338";"DE";"3041";"3181";"1588966920632";"1222";"5/8/20";"251";"81088617";"81088617";"Hollywood";"Season 1";"A Hollywood Ending";"25"
"Season 1: ""Meg""";"Meg";"81170337";"DE";"2828";"2969";"1588882935198";"1222";"5/7/20";"252";"81088617";"81088617";"Hollywood";"Season 1";"Meg";"25"
"Season 1: ""Jump""";"Jump";"81170336";"DE";"3307";"3447";"1588797820572";"1222";"5/6/20";"253";"81088617";"81088617";"Hollywood";"Season 1";"Jump";"25"
"Season 1: ""(Screen) Tests""";"(Screen) Tests";"81170335";"DE";"2760";"2905";"1588695046651";"1222";"5/5/20";"254";"81088617";"81088617";"Hollywood";"Season 1";"(Screen) Tests";"25"
"Season 1: ""Outlaws""";"Outlaws";"81170334";"DE";"3373";"3517";"1588599885735";"1222";"5/4/20";"255";"81088617";"81088617";"Hollywood";"Season 1";"Outlaws";"25"
"Season 1: ""Hooray for Hollywood: Part 2""";"Hooray for Hollywood: Part 2";"81170333";"DE";"2610";"2751";"1588539300711";"1222";"5/3/20";"256";"81088617";"81088617";"Hollywood";"Season 1";"Hooray for Hollywood: Part 2";"25"
"Season 1: ""Hooray for Hollywood""";"Hooray for Hollywood";"81170332";"DE";"2574";"2735";"1588452545178";"1222";"5/2/20";"257";"81088617";"81088617";"Hollywood";"Season 1";"Hooray for Hollywood";"25"
"Season 2: ""Celebrity Pharmacology""";"Celebrity Pharmacology";"70145843";"DE";"1243";"1251";"1588284349645";"1222";"4/30/20";"258";"70155589";"70155589";"Community";"Season 2";"Celebrity Pharmacology";"33"
"Season 1: ""Parking Lot Wedding""";"Parking Lot Wedding";"81140289";"DE";"783";"3151";"1588253171567";"1222";"4/30/20";"259";"81122572";"81122572";"Middleditch & Schwartz";"Season 1";"Parking Lot Wedding";"38"
"Season 2: ""Asian Population Studies""";"Asian Population Studies";"70145842";"DE";"1274";"1285";"1588173979895";"1222";"4/29/20";"260";"70155589";"70155589";"Community";"Season 2";"Asian Population Studies";"33"
"Circus of Books";"Circus of Books";"81011569";"DE";"3954";"5191";"1587760106213";"1222";"4/24/20";"261";"81011569";;;;;"30"
"Season 1: ""Annihilation of Joy""";"Annihilation of Joy";"81039435";"DE";"747";"1501";"1587719905194";"1222";"4/24/20";"262";"80987903";"80987903";"The Midnight Gospel";"Season 1";"Annihilation of Joy";"25"
"Season 2: ""Abed's Uncontrollable Christmas""";"Abed's Uncontrollable Christmas";"70145853";"DE";"1286";"1293";"1587677710630";"1222";"4/23/20";"263";"70155589";"70155589";"Community";"Season 2";"Abed's Uncontrollable Christmas";"33"
"Season 2: ""Mixology Certification""";"Mixology Certification";"70145840";"DE";"1240";"1249";"1587676394478";"1222";"4/23/20";"264";"70155589";"70155589";"Community";"Season 2";"Mixology Certification";"33"
"Season 2: ""Conspiracy Theories and Interior Design""";"Conspiracy Theories and Interior Design";"70145841";"DE";"1274";"1281";"1587675120978";"1222";"4/23/20";"265";"70155589";"70155589";"Community";"Season 2";"Conspiracy Theories and Interior Design";"33"
"Season 2: ""Cooperative Calligraphy""";"Cooperative Calligraphy";"70145839";"DE";"1271";"1281";"1587673489075";"1222";"4/23/20";"266";"70155589";"70155589";"Community";"Season 2";"Cooperative Calligraphy";"33"
"Season 2: ""Aerodynamics of Gender""";"Aerodynamics of Gender";"70145838";"DE";"1270";"1281";"1587672205962";"1222";"4/23/20";"267";"70155589";"70155589";"Community";"Season 2";"Aerodynamics of Gender";"33"
"Season 2: ""Epidemiology""";"Epidemiology";"70145837";"DE";"1272";"1283";"1587646562506";"1222";"4/23/20";"268";"70155589";"70155589";"Community";"Season 2";"Epidemiology";"33"
"Season 1: ""Blinded By My End""";"Blinded By My End";"81039434";"DE";"1543";"1617";"1587592337859";"1222";"4/22/20";"269";"80987903";"80987903";"The Midnight Gospel";"Season 1";"Blinded By My End";"25"
"Season 2: ""Messianic Myths and Ancient Peoples""";"Messianic Myths and Ancient Peoples";"70145836";"DE";"1257";"1267";"1587590181919";"1222";"4/22/20";"270";"70155589";"70155589";"Community";"Season 2";"Messianic Myths and Ancient Peoples";"33"
"Season 1: ""Hunters Without a Home""";"Hunters Without a Home";"81039433";"DE";"1475";"1545";"1587503519207";"1222";"4/21/20";"271";"80987903";"80987903";"The Midnight Gospel";"Season 1";"Hunters Without a Home";"25"
"Season 1: ""Officers and Wolves""";"Officers and Wolves";"81039432";"DE";"1168";"1213";"1587501134363";"1222";"4/21/20";"272";"80987903";"80987903";"The Midnight Gospel";"Season 1";"Officers and Wolves";"25"
"Season 5: ""Something Unforgivable""";"Something Unforgivable";"81232209";"DE";"3572";"3634";"1587499426209";"1222";"4/21/20";"273";"80021955";"80021955";"Better Call Saul";"Season 5";"Something Unforgivable";"32"
"Season 2: ""Basic Rocket Science""";"Basic Rocket Science";"70145835";"DE";"1269";"1281";"1587490348602";"1222";"4/21/20";"274";"70155589";"70155589";"Community";"Season 2";"Basic Rocket Science";"33"
"Season 1: ""Taste of the King""";"Taste of the King";"80988776";"DE";"1246";"1321";"1587469355954";"1222";"4/21/20";"275";"80987903";"80987903";"The Midnight Gospel";"Season 1";"Taste of the King";"25"
"Season 2: ""The Psychology of Letting Go""";"The Psychology of Letting Go";"70145833";"DE";"1278";"1285";"1587416535574";"1222";"4/20/20";"276";"70155589";"70155589";"Community";"Season 2";"The Psychology of Letting Go";"33"
"Season 2: ""Accounting for Lawyers""";"Accounting for Lawyers";"70145834";"DE";"1271";"1283";"1587326090470";"1222";"4/19/20";"277";"70155589";"70155589";"Community";"Season 2";"Accounting for Lawyers";"33"
